iter,train_loss,train_loss_per_pixel,train_score_per_pixel,valid_score_per_pixel
0,3500461.350651919,2.917051125543266,-2.917051029617054,-1.4585457787612994
1,119461.60289859021,0.09955133574882517,-0.09857033932267979,-0.05161908501423015
2,-544565.3568896749,-0.4538044640747291,0.49059468759637637,0.24209443040624096
3,-674663.5458964782,-0.5622196215803985,0.6097756682845338,0.30092859498291946
4,-727831.4565209724,-0.6065262137674771,0.6564888372062665,0.3241461564129601
5,-757731.3864571671,-0.6314428220476392,0.6827254968688411,0.33746854970983875
6,-785217.5846005146,-0.6543479871670955,0.7073405417312179,0.3492935775839741
7,-803168.8216206108,-0.669307351350509,0.7237175779576416,0.35795468825626325
8,-813844.8606630177,-0.6782040505525148,0.7331046167336909,0.3621430610236369
9,-823055.7169053496,-0.6858797640877914,0.741490171911958,0.3656848786529498
10,-828888.3808111143,-0.6907403173425952,0.7472277097756559,0.3680318748033426
11,-835240.3813608434,-0.6960336511340361,0.7530990265882859,0.3700720370649842
12,-840654.146113576,-0.7005451217613133,0.7579896356701742,0.3719101770311453
13,-845256.9388046567,-0.7043807823372139,0.7622561699530681,0.3734545299418396
14,-848796.9887180482,-0.7073308239317069,0.765615765223759,0.3748474441935509
15,-851822.8429676269,-0.7098523691396891,0.7684750216383931,0.3762632504059666
16,-853022.1511002865,-0.7108517925835721,0.7697595982126052,0.3769770421111044
17,-854080.702659058,-0.7117339188825483,0.7707689047060859,0.37730501773598524
18,-854439.8517140589,-0.7120332097617158,0.7711218978780724,0.3776899997765168
19,-854737.5508127882,-0.7122812923439902,0.7713991929637902,0.37793917480829986
20,-854838.41842505,-0.7123653486875416,0.7714839206114619,0.3780118438876041
