iter,train_loss,train_loss_per_pixel,train_score_per_pixel,valid_score_per_pixel
0,3495982.456725083,2.913318713937569,-2.9133186659849373,-1.4566309346377249
1,214103.0057138474,0.17841917142820618,-0.1781033522131272,-0.09394873256307733
2,-312737.60511096014,-0.2606146709258001,0.28063284486927453,0.13569284693387676
3,-439589.42138729244,-0.3663245178227437,0.41286145420924797,0.2004771742825769
4,-449093.33135164075,-0.374244442793034,0.4209801550019063,0.20461854637501098
5,-454818.6657101059,-0.3790155547584216,0.4253954461936447,0.20722769786889875
6,-459475.6345544479,-0.3828963621287066,0.42939379833111496,0.20936856772526927
7,-467469.009112519,-0.38955750759376584,0.4363696237963733,0.21247072600686465
8,-478210.05017022265,-0.3985083751418522,0.4466279984541687,0.21713177160877906
9,-484933.06258565385,-0.40411088548804486,0.4525308259328947,0.21971178605892205
10,-491990.23721337947,-0.40999186434448287,0.45883804308698356,0.2222424111871433
11,-497492.3828268181,-0.4145769856890151,0.46419909180593427,0.2244766865593195
12,-500517.41321082803,-0.4170978443423567,0.4667635449259895,0.22573552337897437
13,-503869.7052938041,-0.4198914210781701,0.4696919150722308,0.2272467796664813
14,-508121.462907914,-0.42343455242326167,0.4732403109382896,0.22861237103164672
15,-511932.5769220043,-0.4266104807683369,0.4763904035594322,0.22905182069523236
16,-514475.2875000335,-0.4287294062500279,0.47846928368804337,0.22914740446761012
17,-517688.98293947463,-0.4314074857828955,0.4811056667910543,0.229804541986307
18,-522359.52423191845,-0.4352996035265987,0.4848280081541529,0.2309473836154319
19,-528892.1977630554,-0.44074349813587954,0.4901880961557732,0.2323737713444136
20,-538781.4594446769,-0.4489845495372307,0.49832572309867323,0.23600971194245202
