iter,train_loss,train_loss_per_pixel,train_score_per_pixel,valid_score_per_pixel
0,3490786.2300349725,2.9089885250291436,-2.90898842911846,-1.454470185652882
1,122511.19590007416,0.1020926632500618,-0.10169749477844801,-0.052947812924898696
2,-545150.030558962,-0.45429169213246834,0.48827173137345886,0.23514657257926747
3,-675324.2121872503,-0.5627701768227086,0.6111485038575647,0.296370071918957
4,-719723.3221614542,-0.5997694351345452,0.6500924805760918,0.31486562225177295
5,-739731.5283679739,-0.6164429403066449,0.6676279109530915,0.32379834387913303
6,-757975.0235627615,-0.6316458529689679,0.6832592640042336,0.3314642229953018
7,-774815.2892788427,-0.645679407732369,0.6977274660225035,0.339437516917198
8,-789467.3023516445,-0.6578894186263704,0.7104859881646752,0.34693176731257586
9,-799689.0544023502,-0.6664075453352919,0.7196014037993441,0.35169538369093933
10,-804250.5492376608,-0.670208791031384,0.7236214477441058,0.3531469089950368
11,-806711.963369838,-0.672259969474865,0.7257932722003144,0.35395955510627597
12,-812394.3327866696,-0.6769952773222246,0.7316415520000544,0.35660613509369987
13,-817549.4851536752,-0.6812912376280627,0.7369523762107245,0.3593028529262016
14,-819565.2573830247,-0.6829710478191873,0.7390934455005539,0.36020740162883585
15,-819993.5997996301,-0.6833279998330251,0.7395259522451492,0.3605171267512916
16,-820563.8896281566,-0.6838032413567972,0.7400586623264527,0.3606637501328255
17,-821146.3344576795,-0.6842886120480662,0.7405683773010929,0.3608354587246709
18,-821528.0085474002,-0.6846066737895002,0.7410197620860421,0.36095714198573636
19,-821886.0522135994,-0.6849050435113329,0.7413412089673181,0.36118184222996536
20,-822303.8331674127,-0.6852531943061773,0.7417438220492447,0.36122524817576923
