iter,train_loss,train_loss_per_pixel,train_score_per_pixel,valid_score_per_pixel
0,3508288.202175367,2.923573501812806,-2.923573453806654,-1.4617845985464244
1,171485.0572528724,0.14290421437739365,-0.14223303313717514,-0.10032523310812201
2,-354813.8676916836,-0.295678223076403,0.3132074130615975,0.13932571491775342
3,-449141.45995705744,-0.3742845499642145,0.41165350522185956,0.19022664164751474
4,-466143.37403754017,-0.38845281169795015,0.4261949362657956,0.19841480275934978
5,-493960.74685639003,-0.41163395571365835,0.44993031239869247,0.2118320128127585
6,-541916.8344362901,-0.45159736203024176,0.4909676372389868,0.23362226080303444
7,-597837.7245348895,-0.49819810377907453,0.539506742438234,0.26076546790067623
8,-632023.8263053141,-0.5266865219210951,0.5696154752263868,0.27711004930137734
9,-667477.0030340139,-0.5562308358616782,0.6041602431909954,0.29271639199263316
10,-671462.482335618,-0.559552068613015,0.6077870438300425,0.2940431978788532
11,-672692.8843156985,-0.5605774035964154,0.6089669742798419,0.29514895514134637
12,-673201.4944881347,-0.561001245406779,0.6094411722047905,0.29521577365975077
13,-673637.777392738,-0.5613648144939484,0.609794700425457,0.29537444570445126
14,-673730.1779801577,-0.5614418149834647,0.6098497133394806,0.2954713650357007
15,-673819.0626459381,-0.5615158855382818,0.6099083494119253,0.2956872645282567
16,-673820.2510439848,-0.5615168758699873,0.609903759467685,0.29568955932929747
17,-673820.8024429075,-0.5615173353690895,0.6098984409360979,0.2956820840285626
18,-673820.8093763599,-0.5615173411469666,0.6098977536687177,0.2956811719553071
19,-673820.8093820553,-0.5615173411517127,0.6098977379065134,0.2956811611420181
