iter,train_loss,train_loss_per_pixel,train_score_per_pixel,valid_score_per_pixel
0,3490263.903418389,2.9085532528486575,-2.9085530610825945,-1.45430996879968
1,107005.36772313985,0.0891711397692832,-0.08833410448172199,-0.04487551797531121
2,-609911.952380023,-0.5082599603166859,0.5485254556876763,0.2695402891624354
3,-747719.7380511264,-0.6230997817092719,0.673935010907234,0.3293912250657174
4,-810294.0339866502,-0.6752450283222085,0.7272263325505405,0.3540492924716214
5,-843156.4640154928,-0.7026303866795773,0.7559629619360375,0.3673303948495528
6,-862721.2014385968,-0.718934334532164,0.7735908640095681,0.37434658421778433
7,-872974.3439871774,-0.7274786199893145,0.7828005792436671,0.3781096549597264
8,-880492.1977764139,-0.7337434981470116,0.7895539297177151,0.381075063817319
9,-885327.0633074574,-0.7377725527562145,0.7938339191807087,0.3827820805030744
10,-890015.3672789971,-0.7416794727324976,0.7979918637827663,0.38466395079998283
11,-895854.9031138548,-0.746545752594879,0.8031479898715048,0.38678680883414684
12,-899356.8699919656,-0.749464058326638,0.8062575648047645,0.38825969558721013
13,-900961.7021684473,-0.7508014184737061,0.8078068116694781,0.38882350977661556
14,-902900.883174233,-0.7524174026451942,0.8095931146532538,0.3894484097226426
15,-903673.6768579417,-0.753061397381618,0.8103398218754564,0.3896600899638041
16,-904632.8544932499,-0.7538607120777082,0.8112926566855453,0.38988677751441125
17,-906243.5705329913,-0.7552029754441595,0.8129945342469899,0.39078832815369346
18,-906685.7441312238,-0.7555714534426865,0.8133814806609108,0.3909504787543648
19,-906924.9958709986,-0.7557708298924988,0.8136279909035177,0.39088044028474694
20,-907027.0151618164,-0.7558558459681803,0.813715578103175,0.3908265048072168
