iter,train_loss,train_loss_per_pixel,train_score_per_pixel,valid_score_per_pixel
0,3495541.7082563597,2.9129514235469665,-2.9129512317034414,-1.4564849939613331
1,103268.26223027168,0.08605688519189307,-0.08508397665520058,-0.04342250293130182
2,-653310.2541919537,-0.5444252118266281,0.5866919684642443,0.287969173857028
3,-788083.0801539819,-0.6567359001283183,0.7075569664404269,0.34682411315607015
4,-836157.5981185881,-0.6967979984321567,0.7493803531142117,0.3644983377728856
5,-855927.3676645632,-0.7132728063871361,0.7669705134603395,0.3719401100309866
6,-872333.4519496646,-0.7269445432913871,0.7814081329459923,0.3777935063495554
7,-882662.4169796049,-0.7355520141496708,0.7905228661459679,0.3807180903085797
8,-891381.9528888896,-0.7428182940740746,0.798024377508769,0.3841385979537238
9,-902650.1204183856,-0.752208433681988,0.8086136920952793,0.3896317979736103
10,-908386.5442426694,-0.7569887868688912,0.8139243884104167,0.392168878614896
11,-912047.158533647,-0.7600392987780391,0.8172961175675647,0.39338401710090104
12,-913622.2664786675,-0.7613518887322229,0.8187972978407421,0.3939334744704626
13,-914994.2072330269,-0.7624951726941891,0.8199656585746589,0.39394329877589934
14,-916512.3390192777,-0.7637602825160648,0.8212572487256271,0.3944412861617579
15,-917550.9077192834,-0.7646257564327361,0.8222034563030813,0.39487596405933084
16,-918138.1176266052,-0.765115098022171,0.8227241753804625,0.3951490829849981
17,-918801.5085651975,-0.7656679238043312,0.8233374619356463,0.3953809602659973
18,-919647.8328919399,-0.7663731940766166,0.8240515462809795,0.3956059250314624
19,-920430.3813616808,-0.7670253178014007,0.8247350509017697,0.3959014364874693
20,-920960.2459594196,-0.7674668716328497,0.8251757955575032,0.39601261890843387
